artist,song,lyrics,bert_nega,bert_posi,bert_score,nltk_neg,nltk_neu,nltk_pos,nltk_score
SZA,Blind,"When it comes to Hitchin' the boat up Backin' down the ramp In my old truck  To find a bunch of logs To catch a bunch of hogs Yeah, I wrote the book Yeah, I wrote the book  If you wanna learn To throw a curve right To catch a clean up Lookin' on a third strike  Talk a little smack While he's walkin' back Yeah, I wrote the book  But there's one that lays by the lamp on the nightstand One that says don't cuss and don't fight ",8,12,0.09538208544254304,0,17,3,0.072715
"Carin Leon, Grupo Frontera",Que Vuelvas,"Georgia, wrap me up in all your- I want you in my arms Oh, let me hold you I'll never let you go again like I did Oh, I used to say  ""I would never fall in love again until I found her"" I said, ""I would never fall unless it's you I fall into"" ",7,5,-0.10666471719741821,0,12,0,-0.006933333333333329
Morgan Wallen,I Wrote The Book,"I feel like falling in love (falling in love) I'm in the mood to roll something up (tonight I'm rolling something up, baby) I need some drink in my cup (I need a drink), hey (pour me a drink) I'm in the mood to pour something up (I'm in the mood to pour something up)  I wanna go missing, I need a prescription I wanna go higher, can I sit on top of you? (Oh-la-la-la-la) I wanna go where nobody's been (I wanna go where nobody's been) Have you ever had fun like this? (Have you ever had fun like this?) oh, woah  We gon' roll up tonight, black lights Spaceships fly (spaceships fly), yeah Unapologetic when we pull up tonight (roll it up, roll it up), pull up tonight We gettin' poured up tonight We gon' pull up tonight  Bet you you'll see far Bet you you'll see stars Bet you you'll elevate Bet you you'll need God 'Cause I feel like falling in love I'm in the mood to pour something up 'Cause we gon' roll up tonight  What's in these four walls? You sexy, my love (turn it up) Don't miss this roll call, is you here or what? (Roll it up), yeah Show up, show up (show up, show up), pour up, pour up (pour up, pour up), oh ",24,11,-0.22898862872804915,1,29,5,0.1303514285714286
"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,"Yeh-yeh-yeh-yeh-yeh-yeh, ey En la guagua se quedó el olor de tu perfume Tú ere' una bellaca, yo soy un bellaco, eso e' lo que no' une Ella sabe que 'tá buenota y no la presumen Si yo fuera tu gato, subiera una foto lo' vierne' y lo' lune' (so)  Pa' que to' el mundo vea lo rica que tú está', que tú está' Contigo tengo que apretar Y en la calle ando suelto, pero por ti me quito Si tú me lo pide', yo me porto bonito  Y subo un selfi pa' que vean lo rica que tú está', que tú está' Las otra' tienen que apretar En la calle ando suelto, pero por ti me quito Si tú me lo pide', yo me porto bonito (ey, ey)  Tú no ere' bebecita, tú ere' bebesota Frikitona, ma, se te nota ",12,3,-0.3706082661946615,0,15,0,-0.059199999999999996
Beyoncé,CUFF IT,"We've been burnin' both ends Keepin' the lights on So I've been thinkin', we need A little time alone So, whatcha say we cancel our plans? Tonight I'm only gonna be your man  Let's get some candles burnin' and some records turnin' All the lights down low, take it nice and slow The way your body's movin', keep doin' what you're doin' To me all night long, writin' our love song  Girl, I want it, gotta have it Let the passion take us to a higher place Makin' the kind of love we make  ",13,3,-0.3789755590260029,0,16,0,0.09486875
"Bad Bunny, Chencho Corleone",Me Porto Bonito,"Shoutout my label that's me I'm in this bitch with TB I'm in this bitch with Four-trey I just poured up me a eight Real nigga all in my face 500 racks in my safe 500 racks to the plug What you know 'bout showing love  What you know 'bout pullin' up, in Bentley trucks Make these bitches fall in love All of my niggas on go None of my niggas no hoe All of my niggas want smoke All of my niggas together We came from the bottom we used to wear each other clothes  None of my niggas gon' fold Couple pussy niggas told They ain't my niggas no mo' Hold it down for the four In the nine with the woes Marlo my dawg, that's for sho' We won't fall out about shit Specially not 'bout no bitch We ain't gone fallout 'bout hoes Me and Ced get them loads We let 'em go for the low I got my hood in control  ",15,15,-0.020671387513478596,2,24,4,-0.049416666666666664
Luke Combs,The Kind of Love We Make,"I could have my Gucci on I could wear my Louis Vuitton But even with nothing on Bet I made you look (I made you look)  I'll make you double take soon as I walk away Call up your chiropractor just in case your neck break Ooh, tell me what you, what you, what you gon' do? Ooh 'Cause I'm 'bout to make a scene, double up that sunscreen I'm 'bout to turn the heat up, gonna make your glasses steam Ooh, tell me what you, what you, what you gon' do? Ooh  When I do my walk, walk I can guarantee your jaw will drop, drop 'Cause they don't make a lot of what I got, got Ladies, if you feel me, this your bop, bop ",16,9,-0.18430466651916505,1,24,0,-0.01184
Lil Baby,Freestyle,"Wish I would've met you Anywhere but where I did Some old high rise town that I won't ever go again I wish we woulda rolled around In some old cab and chased them city lights And hit bars I don't like  We were listenin' to one more silver dollar Hanging out my Silverado down a road I love to ride  Wish I would've known that by now you'd be good and gone And you'd leave us In a cloud of dust Can't you see what you're doin', girl? You ruined damn near everything I love  ",13,8,-0.13917385396503268,2,15,4,0.09011904761904761
Meghan Trainor,Made You Look,"Arcángel, pa  A ella no le gusta el reggaetón Pero le encanta cómo canta la sensación (yeah) No fue mi intención (yeah-yeah) Quedarme con toa la atención Vivo en una mansión y no me sé ni la dirección (OMG) Está cabrón, muy cabrón Papi Arca, pídanme la bendición  Joder (tío) Mi casa es un hotel y se ve cabrona la vista (hermoso) En ella puedo aterrizar un avión Solo me falta la pista Imposible que falle esta combinación De flow una ensalada mixta (ah) Palomo, no insistas Cuando se habla de grandeza no estás en la lista  Neverland Los desmonto como LEGOLAND Y si yo te señalo, lo' mío' te lo dan Y vas pa dentro, pero de la van Del cuello pa arriba hace mucho frío Yo llego y cae nieve en el caserío Dejando sin regalos a estos malparíos Santa Claus, con la esencia del Grinch metío  Y yo la vi, anda con dos La amiga me miró Al VIP se pegó Claro que sí, claro que entró Hola Mi nombre es Arcángel, un gusto, un placer Hoy tú te vas con una leyenda que no va a volver a nacer  Ey, y ya la vi, anda con dos La amiga me miró Al VIP se pegó ",42,13,-0.3081824801184914,1,40,14,-0.04242545454545454
Morgan Wallen,Everything I Love,"(I-I'm-) pull up lil' bitch like-, pull up lil' bitch like, yeah, huh I bought a Urus today, uh-huh Paint it all yellow, look like a bird (I-I'm-) Inside big body, two times two, my money, bitch All I got, yeah (I-I'm working on dying) I make money, my thot-thot-thot 'Bout to fold that money all up (ooh, BNYX)  Yeah, I'm swervin' it daily (ooh, oh) Yeah, I'm causin' a madness (ooh, oh) Yeah, I'm fuckin' the baddest, uh Yeah, I bought me the Crowdless (ooh, oh) I bought me the gems Yeah, I never need practice (ooh, oh) My money gon' double or triple Yeah, your money subtractin' (ooh, oh)  Yeah, peeled off on the jakes Peeled off on the cops Peeled off on a swerve (ooh, oh) Yeah, I ain't even fuckin' with nobody Bitch got a crib in the 'burbs (ooh, oh) Yeah, this shit could've gone so bad This shit could've gotten worse, yeah (ooh, oh) Yeah, free YSL out the chain gang, big fuck 12, they birds (brr) ",35,9,-0.3406475782394409,2,29,13,-0.011652272727272728
"Arcángel, Bad Bunny",La Jumpa,"Jump in that- (huh, huh), summon that bitch Jump in that- (huh, huh), jump in that fire, jump in that bitch Hitting that fire, jump in that whip (huh), thumbing that bitch Cum in that bitch (hoe), drumming that- (huh, huh) Drumming that bitch (yeah)  Chopper doing circles, it's a Vert', Vert' Take him to the party, he's a nerd (pop out) I seen niggas hitting corners in the motherfucking 'burbs, huh (pop out) Done politicking with the competition, what's the word? (Yeah) Put that on my mama, nigga, eight in the process Nigga tryna tippy-toe through the progress Tongue-tied when the truth is an object What's the pros and the cons of this next check? Wasn't nobody 'round, I was independent In the 90s, sitting bum with the windows tinted  Heard a bum got a strap in the party Who the fuck let this n- in the party? Beat 'em up, beat 'em up, beat 'em up, beat 'em up (ah) I was seeing double in the projects Mad at myself when I put it to the side Mama had to cater for the coupe that we rode after school on the way to Popeyes And niggas wanna play both sides It's a red dot, don't get on the wrong red eye  It's a headshot, Damien Kane, Woo, them guys Fuck around and bury two of them guys I'm OD in Paris, I'm OD in France I thought that I told you, I need the advance Put down your IG and look through my lens A million to grandma, who did I offend? The girl of your dreams to me is a fan I netted ten million and did a lil' dance I'm fucking the world, I unzip my pants  My uncle G told me that I had a chance So then I popped out and did it again And did it again and did it again ",49,11,-0.36657537817955016,3,52,5,-0.056091666666666665
Yeat,Out thë way,"It was late at night, you held on tight From an empty seat, a flash of light It will take a while to make you smile Somewhere in these eyes, I'm on your side  You wide-eyed girls, you get it right  Fall back into place Fall back into place ",7,1,-0.4617858901619911,0,8,0,0.0198625
"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),"I had a vision A vision of my nails in the kitchen Scratching counter tops, I was screaming My back arched like a cat My position couldn't stop You were hitting it ",4,3,-0.10142076015472412,1,4,2,0.1733571428571429
Beach House,Space Song,"(Honorable C.N.O.T.E.) (Metro)  Keep the bitch jump, uh-uh Keep it on jump, uh-uh (jump) Keep the bitch ju-u-ump I caught it cool, for a ten The bitch get loose, she tryna win I beat her by the house, I beat her in There's forty in the couch, I let her spend  When the car's lit, better call in She done popped all out, she done called twin I done went too spazzed out, I put the raw in I done hit the strip club and spent a tall ten Lil' shawty off the Clicquot She been comin' hot just like a heat stroke (heat stroke) I could see you lurkin' through the peephole I'm stackin' different money, type of C notes (C notes) I'm talkin' C notes, nigga, hit C notes  You spend what you want and you get what you want I guess you got what you wanted You're hittin' the pole and you give it your all Now, you keepin' it honest (Yeah) It's too many nights I went nameless ",27,11,-0.25167367176005717,2,35,1,0.021994736842105265
